EntidadID;Descripcion-es;Description-en
JUNGSMTA;Por lo menos a fines de la Colonia (décadas 1780 y adelante), dentro de la jurisdicción de Tamalamequé existió una capitanía a guerra y pedanía en Chiriguana que no representamos por no conocer su extensión territorial.;dummy
JUNGSMTE;"El corregimiento y capitanía a guerra de la villa de Tenerife incluyó también algunos pueblos de la provincia de Cartagena: Zambrano, Tetón y Yucal. Se nombraron también capitanes a guerra dependientes de Santa Marta para esos pueblos aunque fueran de la provincia de Cartagena. En documentos de la época se habla de ""pueblos y lugares de la jurisdicción de Santa Marta que se hallan situados en la expresada provincia de Cartagena a orilas de el río de la Magdalena"". En 1764, los pueblos fueron puestos bajo la jurisdicción civil y eclesiástica de Cartagena.";dummy
JUNGSMVA;Dentro de la jurisdicción de Valledupar existió un capitán a guerra en Fonseca por lo menos en las décadas de 1790 y 1800. Además, el partido de Valencia de Jesús también cayó en la jurisdicción del teniente gobernador de Valledupar-;dummy
JUNGSOMV;"A partir de ca 1790, existió una alcaldía de ""minas de cobre"" de Vélez (([[:fuentes:Santa_Fe,741]], [[:fuentes:estado_1794]], [[:fuentes:qeq-1810]])), pero no he logrado establecer a qué territorio se extendió el ámbito jurisdiccional del alcalde mayor de minas. Además, en 1793 y 1794, el cargo estuvo vacante, por lo que no lo incluimos en ninguna reconstrucción territorial. Hay alguna duda acerca del pueblo de Moniquira en el sur de la jurisdicción, porque el nombre del pueblo - en la variante de Monquira -  fue un topónimo frecuente y aparece en listados para el corregimiento de Sachica (pero también Sogamoso, Paypa y como agregado de Cuchavita en Tenza). En un estado de 1794 (([[:fuentes:estado_1794]]))  aparece dos veces - una vez cerca en la jurisdicción de Vélez y otra vez junto con Gachantiva en la de Leyva, por el ""Monquira"" de Sachica es el muy cerca de villa de Leyva y no corresponde con Moniquira de Vélez.";dummy
JUNGSOSG;Socorro y San Gil por lo menos 1793 tenían un teniente común para ambos distritos (([[:fuentes:Santa_Fe,741]], [[:fuentes:estado_1794]])). El mismo documento está en erro poniendo el valle de San José en la jurisdicción de San Gil. En todos los demás documentos, anteriores como posteriores, figura entre los de Socorro ((Santa_Fe,595]],f.116, [[:fuentes:qeq-1810]])).;dummy
JUNGSOSO;Socorro y San Gil a solían tener un teniente común para ambos distritos (([[:fuentes:Santa_Fe,741]], [[:fuentes:estado_1794]])). Aunque un estado de 1794 (([[:fuentes:estado_1794]])) tiene el pueblo de Pinchote en el distrito de San Gil, (([[:fuentes:qeq-1810]])) lo pone en Socorro, dato confirmado por un mapa de 1776 ((AGN-Colombia,MAPOTECA:SMP.4,REF.450A)) que claramentente identifica el río de Machuelo como divisoria.;dummy
JUNGSOVE;En algunos momentos, el corregidor de Tunja nombró tenientes para la ciudad de Velez, mientras que en otros momentos el distrito fue gobernado directamente por el cabildo.;dummy
JUNGTUDU;"El partido de Duitama solía tener su propio corregidor de naturales hasta 1718, a pesar de mencionarse comunmente que había sido agregado a Sogamoso y ocasionalmente a Turmequé  (([[:fuentes:rojas-tunja]], p. 502)).  Sin embargo, en las cuentas de los corregidores que existen en AGI,Contaduría, tenemos constantes menciones de los corregidores de los partidos, y en ningún caso el nombre del de Duitama coincide con el de uno de los dos partidos mencionados. Es probable que en realidad se trató de tenientes de corregidores, pero sen los documentos un estado de 1794 (([[:fuentes:estado_1794]])) menciona  el partido y sus parroquias, para luego hablar de un corregimiento de ""Mogotes y Sincelada"" como ""vacante"" de oficial. Lamentablemente no se puede considerar ""Mogotes y Sincelejo"" simplemente como alter ego de Duitama porque en la lista de parroquias, justamente Mogotes y Sincelada se nombran entre los de Sogamoso, mientras que Duitama aparece aparte. Pero la información del estado en la región de los Santanderes es notoriamente problemática. Es más: (([[:fuentes:qeq-1810]])) para 1810, nombra la parroquia de Cincelada dos veces: tanto en el corregimiento de Sogamoso como en la jurisdicción de Socorro, y luego, nombrando los oficiales subalternos de Tunja, existen varios alcaldes partidarios en la zona que no dependen del corregidor de Sogamoso sino del cabildo de Tunja: Duitama (con ""Bonza""), Sativa, ""valle de Boyacá"" y Serinza. Así, la coherencia del partido de Duitama iba perdiéndose en la última etapa de la Colonia, hasta volver a encontrar un centro en la nuevamente eregida villa de Santa Rosa en la época independiente.";dummy
JUNGTUGA;El pueblo de Mongua absurdamente en un estado general del virreinato de 1794 (([[:fuentes:estado_1794]])) figura entre los del partido de Duitama, en 1806 entre los de Sogamoso (incluyendo el partido de Duitama)(([[:fuentes:kalendario-1806]])) y en 1810 (([[:fuentes:qeq-1810]])) entre los de Paypa. Sabemos que originalmente formó parte de Gámeza, y que era un pueblo de ese corregimiento hasta 1808 por las cuentas de tributo y una petición de exempción de tributos de 1803/4 ((AGN-C, TRIBUTOS:SC.60,18,D.27)).Por esta razón, confiamos más en la práctica de administración diaria que en las listas sumarias confeccionadas y consideramos al pueblo de Mongua como perteneciente al corregimiento de Gámeza durante todo el tiempo.;dummy
JUNGTULE;La villa de Leyva fue subordinada al cabildo de Tunja, que nombró alcaldes en esa villa. Los pueblos de su jurisdicción pertenecían al corregimiento de Sachica, por lo menos hasta 1787 (AGI,Santa_Fe,561:Empleos de Tunja) y también en 1810 (([[:fuentes:qeq-1810]])), aunque su vicaría tenía jurisdicción sobre algunos de los pueblos (([[:fuentes:estado_1794]])).;dummy
JUNGTUPA;El pueblo de Motavita en la visita de Moreno y Escandón de 1777-9 (([[:fuentes:Santa_Fe,595]],f.462 se pone entre los pueblos de Sachica, pero tanto en las cuentas de la primera mitad del siglo XVIII (AGI,Contaduria,1547), así como más tarde en un estado de 1794 (([[:fuentes:estado_1794]]))  y (([[:fuentes:qeq-1810]])) es parte de Paypa. Puede ser que fue segregado de Paypa temporalmente, pero sin información más concreta asumimos su pertenencia permanente a Paypa.;dummy
JUNGTUSA;"He encontrado un singular nombramiento real del corregimiento de Sachica para 1703 (AGI,Santa_Fe,564), por lo que durante un corto período puede haber sido ""independiente"". El corregimiento de Sachica, por lo menos hasta 1780, comprendió algunos pueblos de la jurisdicción de las ciudad de Tunja y además todos los pueblos de indios de la jurisdicción de Leiva (([[:fuentes:Santa_Fe,595]],f.140)). Sin embargo, algunos de estos pueblos aparentemente fueron puestos bajo mando directo de Leiva, mientras que Sachica, Raquira y Tinjaca - también de la jurisdicción de Leiva - quedaron en el corregimiento. Esta situación la encontramos hacia 1810 (([[:fuentes:qeq-1810]])), pero ya parece ser el caso en 1794 (([[:fuentes:estado_1794]])). Chiquinquirá, al estremo eccidente del corregimiento, también era parte de la jurisdicción de Tunja (([[:fuentes:Santa_Fe,595]],f.140)), formando un exclave. Habiéndose convertido en parroquia, dependió inmediatamente des esa jurisdicción y ya no era parte de Sachica.En 1808, los pueblos que caían al lado de Tunja (Sora, Cucayta y Samaca) se agregaron al corregimiento de Turmequé ((AGN-C, POBLACIONES-BOY:SC.46,1BIS,D.8)).";dummy
JUNGTUSF;"San Faustino, en la orilla derecha del Río Pamplonita y por lo tanto teóricamente en territorio de la provincia de Maracaibo, tenía  propio gobernador ya en el siglo XVII, y también encontramos esta figura a mediados del siglo XVIII y en las últimas décadas de la Colonia (Juan Agustín de Santander y Colmenares). Su posición especial se debe aparentemente a un litigio antiguo porque Moreno y Escandón en su visita dice que queda el asunto ""sin haverse decidido si pertenecen a Salazar, Ocaña o Maracaybo"". Esta indefinición inclye las montañas contiguas a San Faustino (([[:fuentes:Santa_Fe,595]],f.114. Sin embargo, a  veces se cita como parte de la provincia de Maracaibo, como consta por ejemplo de un oficio al virrey de Santa Fe ""para que remita testimonio de lo actuado sobre el asiento del puerto de San Faustino de la provincia de Maracaibo"" (2 de diciembre de 1766, AGI,Santa_Fe,584). En 1793 (([[:fuentes:estado_1794]])), el gobernador dependió del corregidor de Tunja. En vano, Francisco de Saavedra aconsejó ""que el gobierno de San Faustino y su pequeño distrito se agreghuen a la jurisdicción de Maracaibo como lo indica su natural situación"" (AGI,Caracas,179, Informe de Dn Francisco Saavedra, f.31)- permaneció una entidad propia durante el resto de la Colonia. También en cuanto al territorio competente del juez de San Faustino no está claro si incluyó más que el lugar mismo. En (([[:fuentes:Santa_Fe,595]],f.134, Moreno y Escandón sugiere añadir el lugar a la jurisdicción de San Cristóbal ""porque aunque está más inmediata Pamplona, este juez tendría que pasar para ir a dicha ciudad por la jurisdicción de la villa de San Cristóbal (por no haber otro camino) de lo que podrían ocurrir competencias.";dummy
JUNGTUSO;"El corregimiento de Sogamoso fue de provisión real a partir de 1719  (([[:fuentes:rojas-tunja]], p. 502, AGI,Santa_Fe,565)) hasta la independencia, por lo que prácticamente se convirtió en provincia propria, como se expresa en varios documentos de la época. Parece que el grado de autonomía fuemás grande en las décadas de 1770 y 1780, porque tanto antes ((en la visita de 1761, AGI,Santa Fe,733)) y después se suele mencionar como corregimiento de Tunja otra vez (([[:fuentes:estado_1794]], [[:fuentes:qeq-1810]])). Figuran aparte en el informe del virrey Flores (AGN-Colombia, Colonia, Historia Civil,16, f. 263) de 1777, y en la visita de Moreno Escandón, leemos una opinión del arzobispo de Santa Fe, quien puntualiza: ""Mas esto no ha sucedido así en quanto a los provistos por V.M.: pues siendo el corregimiento de Zipaquirá de la jurisdicción de Santa Fe solo por veneración a aquella provisión se mira y tiene como absolutamente independiente. Lo mismo que sucede con el de Sogamoso y Duitama que siendo de la inmediazión y jurisdicción de la ciudad de Tunja caveza de la provincia y del corregidor de ella ni éste ni las justicias pueden administrarla en el territorio de aquellos dos corregimientos que no comprehenden cavildo alguno solo porque el corregidor está provehido por V.M. (([[:fuentes:Santa_Fe,595,f.6v-7r]])). También en las listas de empleos políticos del virreinato que cada provincia debía entregar entre 1783 y 1790, esos dos corregimientos no figuran entre los de Tunja o Santa Fe, sino que reportaron por separado (AGI,Santa_Fe,561), y (([[:fuentes:silvestre]])) reitera su independencia en 1789, pero sin embargo describe los distritos dentro de Tunja y Santa Fe, respectivamente. A fines de la Colonia, Duitama se considera parte integral de Sogamoso, mientras que los restantes pueblos del partido de Duitama en un estado de 1794 (([[:fuentes:estado_1794]]))  se conocen como ""Mogotes y Sincelejo"", y ambas jurisdicciones están en la rúbrica de ""Tunja"". Por lo menos en un momento, 1734, se conoce un corregidor de ""Duitama y Turmeque"" (([[:fuentes:cabildos-santafe-1]], p. 143)). El pueblo de Chamesa que figura  en listados del corregimiento de Sogamoso durante la primera mitad del siglo XVIII no es el lugar en el sur como erróneamente supone (([[:fuentes:colmenares]])), pues ese pertenecía a los Llanos, sino un pueblito cerca de Nobsa como también muestra un mapa de 1779 (AGN-Colombia,MAPOTECA:SMP.4,REF.113A).";dummy
JUNGTUVP;"Hubo un alcalde mayor de las minas de Pamplona ya tempranamente en el siglo XVII, cuyo distrito incluía al resguardo de Bucaramanga. Con la creación de la gobernación de Girón se dió un litigio. Las tierras del resguardo de Bucaramanga quedaron fuera de Girón, pero los límites con Pamplona en 1670 solo se definieron ""hasta la quebrada de Tona y su paso real y río Surata abajo, incluyéndose el sitio de la Loma"" (([[:fuentes:martinez-garnica]])). En 1765, el cargo estaba unido al gobierno de Neiva (""Razón de los corregimientos [...]"": AGI,Santa Fe,588). La descripción sobre la provincia de Pamplona, a erigir, en la visita de Moreno y Escandón de 1779 (([[:fuentes:Santa_Fe,595]],f.114)) también pone el pueblo de Bucaramanga como dentro del distrito de Vetas. En 1795 se suprimió la alcaldía mayor y el nuevo corregidor de Pamplona asumió sus funciones (([[:fuentes:qeq-1810]])).";dummy
JUPEARAC;El corregidor de Arica solía tener varios tenientes, los más constantes siendo Tacna y  Tarapacá. Este último se independizó en 1767, relacionado con la explotación del mineral de Guantajaya, pero ya a principios del siglo XVIII figura como partido aparte que, con diferencia a los demás tenientazgos fue gobernado por un teniente general (([[:fuentes:rowlands]])).;dummy
JUPEARTA;"Tarapacá se independizó en 1767, relacionado con la explotación del mineral de Guantajaya, pero ya a principios del siglo XVIII fue uno de varios partidos internos de Arica, gobernado en 1704 por un teniente general (([[:fuentes:rowlands]])).  Disponemos de una descripción del partido de 1765 hecha por Antonio O'Brian, quien para esa fecha ya ostentó el título de un alcalde mayor de minas de Guantajaya, quien también habla de un teniente general (([[:fuentes:hidalgo-tarapaca]],p.27)). Con la separación de Tarapacá, O'Brian se llamó hasta ""gobernador"" hasta que en 1772 le fue negado titularse así.";dummy
JUPECUVI;Vilcabamba fue agregado al corregimiento de Calca y Lares a fines del siglo XVII (([[:fuentes:juicio-peru-bolivia]], p. 350)). No se menciona un corregidor propio para el partido hasta el nombramiento de Mariano Maruri , quien ejerció este oficio a principio de los 1780, antes de convertirse los partidos en subdelegaciones y unirse Vilcabamba con Urubamba en 1784.;dummy
JUPEHVAN;"Ha sido difícil representar la compleja relación entre Huancavelica y Angaraes dentro de nuestra sistemática. Huancavelica se consideró geográficamente parte de la ""provincia de Angaraes"", por lo que en este sentido tendría preeminencia Angaraes en el nivel de provincia menor. Sin embargo, Huancavelica tenía su propio gobernador, nombrado por el rey (y así independiente del gobierno de Lima), quien tenía como agregado el título de un corregidor de Angaraes, que sí debe entenderse como parte de Lima.";dummy
JUPEHVCA;En el censo de Revillagigedo, los curatos de Viñac y Chupamarca se incluyen en el partido de Castrovirreina (([[:fuentes:vollmer]])). Sin embargo, ambas cabezas de curato pertenecían a Yauyos, pero la mayoría de los anexos de esos curatos fueron parte de Castrovirreina (([[:fuentes:buenos]])), lo que produce un mapa poco común.;dummy
JUPEHVHV;"Por su condición de gobernación con un corregimiento agregado, Huancavelica tenía una posición especial administrativa antes de las intendencias. A pesar de ser gobierno, también fue considerado parte de la ""provincia de Angaraes"" y, por carecer de obispado,  del ámbito de Huamanga. Territorialmente, el territorio perteneciente al gobierno de Huancavelica mismo se redujo a las proximidades de la villa - probablemente coincidía con lo que luego sería la subdelegación del ""Cercado de Huancavelica"".";dummy
JUPELICO;El gobernador de la plaza de El Callao no tenía jurisdicción fuera de su castillo, por lo que en muchos aspectos Callao formó parte del Cercado de Lima.;dummy
JUPELIYA;Los curatos de Viñac y Chupamarca fueron parte del obispado de Huamanga. Es probablemente por esto que en el censo de Revillagigedo se incluyen en el partido de Castrovirreina (([[:fuentes:vollmer]])). Políticamente ambas cabezas de curato pertenecían a Yauyos. Si tomamos la palabra de Bueno (([[:fuentes:bueno]])), la mayoría de los anexos de esos curatos fueron parte de Castrovirreina, lo que produce un mapa poco común. Aun así, sin evidencia al contrario, tratamos de reconstruir el mapa basándonos en estas fuentes.;dummy
JUPETAPA;"Las misiones de los panatahuas fueron encargados a los misioneros del Colegio de Ocopa. Se distinguían en cierta medida de las del Cerro de la Sal y también aparecen como ""conversiones de Huanuco"" para diferenciarlos de las conversiones de Tarma y Jauja. Solo pocas de las misiones de los panatahuas se perdían con la rebelión de Juan Santos Atahualpa. Supongo que fue después de esta rebelión que las restantes misiones se incorporaron más firmemente en la jurisdicción de Huanuco porque ya (([[:fuentes:bueno]])) las menciona en su descripción de la provincia de Huanuco. A partir de 1793 existió una propia subdelegación de Panatahuas dentro de la intendencia de Tarma, que a veces se definía como muy extensa (para el Mercurio Peruano del día 30 de junio de 1793 tenía ""30 leguas de largo y 17 de ancho"" y se extiende hasta el Ucayali) y otras veces más estrecha (en la Descripción de las provincias del Perú de 1795 (AGI,Indiferente,1525):  ""El territorio tiene apenas de 4 o 5 leguas de largo y poco más o menos de ancho"").";dummy
JUPETRTR;Según [[:fuentes:bueno|Cosme Bueno]], la parte septentrional de la provincia, hasta las puertas de la ciudad (el valle de Chicama y el curato de Mansiche), en cuanto al tributo indígena pertenecieron al corregimiento de Saña.;dummy
JUQUCUAL;El partido de Alausí fue uno de los dos que componían la provincia de Cuenca. A veces, el teniente de Alausí llevó el título de un corregidor propio (([[:fuentes:estado_1794]])), pero el título se usó sin constancia. Comunmente se refiere al oficial del partido como teniente del corregidor o gobernador de Cuenca.;dummy
JUQUGQGQ;"Aunque relaciones y descripciones del siglo XVII y  de la primera mitad del siglo XVIII titulan a Guayaquil de gobernación, y a pesar de que algunos de sus corregidores se estilaron de ""gobernador"", como José Mora (AGI,Contratación,5485,n.1,r.20), solo fue elevado a esta categoría en 1763, junto con Cuenca. Guayaquil tradicionalmente se dividió en diferentes partidos, que se representan en el nivel de partidos hasta 1762 y también en el nivel de jurisdicción a partir de la elevación de Guayaquil al rango de gobernación.";dummy
JUQUGQMA;"La costa entre Machala y Naranjal también fue reclamada por la gobernación de Cuenca, pero efectivamente siempre fue administrada desde Guayaquil y se consideró parte del partido de Machala, separadas de Cuenca por ""selvas incultas y hasta hoy poco conocidas"" (([[:fuentes:mapa-maldonado]])).";dummy
JUQUGQNA;Sabemos que la tenencia de Naranjal debe haber existido ya desde 1745, cuanto más tarde, por la existencia del documento [[Don Casimiro de Aro sobre acreditar su buena conducta en la tenencia de Naranjal.;dummy
JUQUGQPU;"Con el crecimiento en importancia de Machala, el partido de la Puna cada vez más es llamado ""Machala"", hasta se divide en dos, creándose un para Machala propio en 1783.";dummy
JUQUGQPV;Aunque Puerto Viejo, como ciudad con cabildo, con diferencia a los demás partidos de Guayaquil, tenía su propia jurisdicción, no la representamos en el nivel de jurisdicción antes de la creación de la gobernación por carecer de un nivel intermedio entre provincia y partido.;dummy
JUQUIBIB;"Algunas dudas rodean a la territorialidad de la jurisdicción de Ibarra. Parte del problema es el solapamiento de topónimos y demónimos, censándose personas según su pertenencia a cacicazgos y ayllus diferentes aunque vivían en pueblos distintos (([[:fuentes:borchart-2]])) . 
Algunos pueblos en el norte (Tulcán, Huaca), de vez en cuando (([[:fuentes:velasco]], [[:fuentes:alcedo]])) aparecen como parte de la provincia de los Pastos, pero en censos o un estado de 1794 (([[:fuentes:estado_1794]])) son parte de la jurisdicción de Ibarra. El fiable mapa (([[:fuentes:mapa-maldonado ]])) de 1750 también tiene el río Rumichaca com límite, dejando Tulcan dentro de Ibarra. Mi razonamiento es que el nexo con Pastos está en la etnicidad de Tulcán y Huaca, de indígenas pasto, por lo que pertenecieron a la precolumbina ""antigua provincia de los pastos"",  aunque administrativamente caían en la jurisdicción de Ibarra.";dummy
JUQULOLO;"En los títulos de corregidores de Loja, del siglo XVII (hasta por lo menos 1692)dice ""administréis mi justicia en las dhas ciudades de Loxa y Çamora, asiento de minas de Çaruma y poblaciones de Loyola y Valladolid"". (Nombramiento de Diego de Castro del 26 de marzo de 1643. AGI,Santa_Fe,565).  En el nombramiento de 1705 ya habla solo de la ""provincia de Loja y Zamora"".";dummy
JUQUMCMC;"Macas, antiguamente gobernación propia, durante el siglo XVIII fue agregado a Quijos, hasta que en 1772 se dispuso su restablecimiento como gobernación propia. El primer gobernador de la renovada gobernación fue Hipólito de Mendoza y Ortega, pero también hubo algunos gobernadores de Quijos que unían ambos cargos, como José Ignacio Checa, y en 170, José Ignacio Algunas veces se encuentra la referencia de que Macas hubiese sido unido a Riobamba ((p.e. [[:fuentes:costales]])), y como fecha se da precisamente el 4 de febrero de 1797, el día del desastroso terremoto que  arrasó Riobamba completamente, quedando la jurisdicción misma  en una situación de casi-agregado de Ambato. Efectivamente, nunca se efectúa completamente la agregación de Macas a Riobamba. En Macas, en ese entonces se nombra a Mariano Villalobos como teniente de gobernador (([[:fuentes:reichmuth]])), y al rededor de 1803 recibe el título de gobernador propio (([[:fuentes:nunez]])). Así, consideramos que Macas debe entenderse como jurisdicción propia en este tiempo. A Villalobos le siguió Antonio Merizalde y nunca se produjo alguna supedición a la comandancia general de Maynas, como suponen escritos cercanas a visiones peruanas (([[:fuentes:espinoza]])). Velasco (([[:fuentes:velasco]])) menciona la confluencia del rio Zamora en el Santiago como límite entre Macas y Yaguarzongo. Aunque con la pérdida de Yaguarzongo y la creación de la Comandancia Mayor de Maynas es dudosa esta delimitación, la respetamos como aproximada. En el este, todos coinciden, Macas terminó ""por las selvas"", no existiendo ningún límite fijo con Maynas. Seguramente, con la creación de su comandancía mayor, la definición de Maynas debe entenderse máxima, y más cerca a Macas propio, pero por falta de lugares poblados en la zona no cambiamos una línea ya arbitraria por otra.";dummy
JUQUPOBA;Velasco (([[:fuentes:velasco]])) menciona El Castigo en el valle de Patía como límite oriental de Barbacoas. Así, da evidencia de que los límites de los partidos de la costa estaban muy cerca de los valles centrales, dejando los despoblados en el intermedio dentro de sus jurisdicciones. Velasco (([[:fuentes:velasco]])) ubica los pueblos de indios de Chucunes y sus anexos en la provincia de Pastos - muy probablemente por pertenecer sus habitantes a la etnia indígena de pastos y originalmente formar una misma encomienda con Mallama, aunque a fines de la Colonia seguramente fueron parte de Barbacoas (([[:fuentes:estado_1794]], Visita de Nieto en 1797: [[:fuentes:herrera]])), y probablemente siempre lo habían sido, en analogía al caso de Tulcán y Guaca con respecto a Ibarra, que también eran pueblos pastos. Otro posible cambio se refiere a la costa inmediata de Barbacoas: El pueblo de Salahonda, en los padrones de 1777-1779 en la jurisdicción de Barbacoas, por lo menos eclesiásticamente fue anexo del curato de Tumaco en 1794 (([[:fuentes:estado_1794]])) y también en la república fue parte del cantón de Tumaco (([[:fuentes:hoffman]], p.6.));dummy
JUQUPOBU;En 1794 encontramos el oficio de teniente de Buga como suprimido. No conocemos ningún teniente después de entonces. Puede ser que Buga, como también Caloto, quedaron supeditados a Cali, pero es solo una hipótesis. Siguen con padrones censales propios durante la colonia, por lo que los consideramos como jurisdicciones propias hasta el final del período estudiado.;dummy
JUQUPOCA;"La jurisdicción de Calí se encontró en la banda occidental del Cauca, pero a fines de la Colonia llegó a contener también algunas partes al otro lado del río. En una descripción de 1721 del segundo partido rural de Caloto, que ""comienza desde el río de los Frisoles Viejos y ha de llegar hasta el río de El Bolo, de la banda de Popayán, desde sus nacimientos hasta sus desemboques al río del Cauca"", se advierte que ""aunque en él hay muchos vecinos de Cali, toda es jurisdicción de Caloto, a cuyo dezmero deben dezmar enteramente por obviar litigios"" (([[:fuentes:cespedesia]],p. 377)). Los mismos lugares que figuran en esa relación se repiten mencionando en la visita de la Gobernación de Popayán de 1797 como sitios pertenecientes al pueblo de libres Candelaria, jurisdicción de Caloto, aunque el sitio de Yunde en el mismo documento se menciona otra vez, pero ahora como sitio de la ciudad de Calí. Últimamente, en 1808, Yunde aparece como partído sujeto a un alcalde pedáneo de Calí, ""asentado en la hacienda de Yunde.""";dummy
JUQUPOCT;"un estado de 1794 (([[:fuentes:estado_1794]])) considera la tenencia de Caloto como suprimida. Para 1810, (([[:fuentes:qeq-1810]])) en un principio lo menciona como tenencia, pero no el teniente. Caloto dispone de padrones propios por lo menos hasta 1803 (([[:fuentes:platt]])), por lo que lo seguimos considerando jurisdicción propia durante todo el período, a pesar de aparentemente no tener ni teniente ni cabildo. Puede ser que el teniente de Cali se ocupase también de los asuntos de Buga y Caloto porque también en Buga se suprime la tenencia. Ocasionalmente, en vez de teniente de gobernador también se encuentra un ""corregidor y alcalde mayor de minas"" para la jurisdicción.";dummy
JUQUPOIS;La tenencia de Iscuandé se creó en 1764 ((Archivo central del Cauca, 4931 (Col. C II -15 g))).;dummy
JUQUPOMI;La tenencia de Micay debe haberse separado de la de Iscuandé  entre 1770 ((Informe de Pando, [[:fuentes:herrera]])) y 1793 (([[:fuentes:estado_1794]])), probablemente después de 1784, porque no tiene padrón propio para esa fecha (([[:fuentes:herrera]])).;dummy
JUQUPOPO;El valle de Patía (no hay que confundirlo con el Patía de la costa de Barbacoas) fue parte de Popayán propio hasta el sitio de El Castigo. El Castigo, palenque de cimarrones, para Velasco pertenece a Popayán, pero en el padrón de Nieto de 1797 se menciona entre los pueblos de Pastos (([[:fuentes:herrera]])). A veces, el valle de Patía se menciona como partido propio dentro de Popayán (([[:fuentes:herrera]])), pero comunmente se subsume dentro de Popayán.;dummy
JUQUPOPS;"Sabemos que existió un corregimiento para el gobierno de los indígenas pastos separado del [[juqupopa|""corregimiento de Pasto""]] por lo menos desde 1679.((Archivo General del Cauca, Sig. 868 (Col. C I -5) ))";dummy
JUQUPOTU;"Según un historiador, la tenencia de Tumaco fue creada por decisión del virrey Messia de la Zerda en 1764, segregando así efectivamente la costa de Esmeraldas de Quito (([[:fuentes:ramos]],p.162)). Sin embargo, el asunto es más complejo.Después de la muerte del gobernador Pedro Vicente Maldonado, la administración de su gobernación apenas nacida de Esmeraldas, volvió a un estado marginal. Los pueblos yumbos volvieron a administrarse por Quito, otros lugares del interior por la villa de Ibarra. En la costa, vemos una contienda de varios interesados. Un expediente del oficial de real hacienda de Barbacoas de julio de 1765 y la resuelta de la Audiencia de Santa Fe,((AGN-Colombia, ADUANAS:SC.2,19,D.23.)) nos dan más pistas: En algún momento, el virrey nombró a un propio teniente justicia mayor para el puerto de San Andrés de Tumaco, Nicolás Ramírez, con jurisdicción también sobre ""Tola, Tacames y Esmeraldas"", y que luego había un teniente residente en Tola, Hermenegildo Hernández de la Cruz y Baquero, nombrado por el corregidor de Ibarra, que en 1765 ya ejerció por más de 12 años. En 1765 arribó en Tumaco un oficial de real hacienda desde Barbacoas con título de teniente, pero se queja que la jente ""indomable y bárbara"" no le respeta y que a media legua del puerto ya no tuviera jurisdicción. En mayo de 1766, la Audiencia de Santa Fe declaró a Tumaco un agregado de la caja de Barbacoas, y decretó la destitución del teniente de La Tola, terminando así la jurisdicción de Ibarra sobre la costa de Esmeraldas.A partir de entonces, había tenientes de Tumaco directamente subordinados al virrey, que efectivamente actuaron en vez de un gobernador de Atacames. Pero con respecto a lugares del interior (Cayapas) seguía habiendo disputas y un litigio entre Ibarra y Popayán. Según Ramos (([[:fuentes:ramos]])), solo a partir de 1793 se agregó toda la costa de Esmeraldas al gobierno de Popayán. La tardía agregación de Tumaco a Popayán propuesta por Ramos (([[:fuentes:ramos]])), sin embargo, permite también explicar el cambio jurisdiccional de la costa de la bahía de Tumaco que en los censos de 1777-1779 todavía pertenecían a Barbacoas, pero para 1794 están incorporadas a Tumaco (Salahonda y San Pedro).";dummy
JUQUQUQU;Hasta la renovación de la gobernación de Esmeraldas/Atacames por Maldonado hacia 1740, este oficio fue comunmente agregado al cargo de un miembro del cabildo de Quito, por lo que tanto la parte de Yumbos como Santo Domingo de los Colorados como Atacames/Esmeraldas mismo aparece en documentos como pertenecientes al corregimiento de Quito propio. El pueblo de Perucho al norte, aunque parezca más lógico su pertenencia a Otavalo, suele mencionarse dentro de los pueblos de Quito, o más concretamente del partido menor de Pomasque. A Perucho también pertenecieron algunas haciendas (Irubi, Capulispungo) en lo que hoy es la parte oriental de la parroquia de San José de Minas.;dummy
JUQURBAM;La creación del corregimiento de Ambato (con Canelos) se ordenó ya en 1793, pero se produjo muy confusamente por dos razones. Primero, las distancias: las autoridades metropolitanas remplazaron Antonio Pastor, quien había sido nombrado por el presidente de Quito en noviembre de 1794, por el francés Bernardo Darquea, oficial ya arraigado en Riobamba (([[:fuentes:reichmuth]])). Éste recibió su título  con fecha 28 de agosto de 1796 (AGI,Santa_Fe,595), en cuyo documento dice que remplazaría al teniente José García, es decir que no menciona el corregidor inerino nombrado por Quito.  Después del desastroso terremoto de 1797, efectivamente Darquea se hizo cargo de Ambato y Riobamba, aunque Vicente Molina permaneció en el cargo de corregidor de Riobamba (([[:fuentes:paniagua]])). Además, la elevación a corregimiento se planeó como temporal, volviendo Ambato al estatus de tenencia tras la actuación de Darquea. Sin embargo, permanecería corregimiento propio (aunque sin Canelos) hasta la independencia.;dummy
